,ID,Text
38148,524698457_77ba13840a.jpg#3,A long-haired dog is jumping over horizontal poles .
38149,524698457_77ba13840a.jpg#4,The dog is jumping over a yellow and white fence on an obstacle course .
38150,525538142_7348f0bce7.jpg#0,"The two boys , one in orange the other in teal , wrestle in the sand ."
38151,525538142_7348f0bce7.jpg#1,Two boys are playing in the sand at a playground .
38152,525538142_7348f0bce7.jpg#2,Two boys tussle in the sand at a park .
38153,525538142_7348f0bce7.jpg#3,Two boys wrestle together in the sand .
38154,525538142_7348f0bce7.jpg#4,Two young boys are wrestling in a sand pit .
38155,525863257_053333e612.jpg#0,A man fly fishes in a large river .
38156,525863257_053333e612.jpg#1,A man stands on the edge of the water and holds a fishing pole .
38157,525863257_053333e612.jpg#2,A man with a tan hat and jacket is fishing in green waters .
38158,525863257_053333e612.jpg#3,one lone fisherman with his line cast out into the river .
38159,525863257_053333e612.jpg#4,The man is fishing at the water 's edge .
38160,525887861_4cc7a1beca.jpg#0,A little blonde girl stands on a pink skateboard .
38161,525887861_4cc7a1beca.jpg#1,A young blonde girl tries to ride a skateboard .
38162,525887861_4cc7a1beca.jpg#2,Girl on pink skateboard wearing black jacket
38163,525887861_4cc7a1beca.jpg#3,Little girl in pink skateboard .
38164,525887861_4cc7a1beca.jpg#4,The young girl is standing on a skateboard .
38165,525968880_82623392d1.jpg#0,a big tan dog drinks water from an outdoor water spout .
38166,525968880_82623392d1.jpg#1,A closeup of a white dog drinking from a pipe .
38167,525968880_82623392d1.jpg#2,A white dog in a brown collar drinking from a spigot .
38168,525968880_82623392d1.jpg#3,A white puppy is drinking water from a tap attached to a white wall .
38169,525968880_82623392d1.jpg#4,The dog is drinking water from a fountain .
38170,526661994_21838fc72c.jpg#0,A dog is running away in the grass
38171,526661994_21838fc72c.jpg#1,A dog running on grass .
38172,526661994_21838fc72c.jpg#2,A dog running through the grass .
38173,526661994_21838fc72c.jpg#3,a dog runs across the grass .
38174,526661994_21838fc72c.jpg#4,A dog runs through the grass .
38175,526955751_f519d62b58.jpg#0,A boy is riding on an orange body-board in the ocean .
38176,526955751_f519d62b58.jpg#1,A child is laying on a bodyboard in the ocean with a man 's head in the background .
38177,526955751_f519d62b58.jpg#2,A child rides an orange boogie board in the waves while an adult looks on from the water .
38178,526955751_f519d62b58.jpg#3,a lone bodyboarder with an older man in the background
38179,526955751_f519d62b58.jpg#4,People are swimming and floating in the ocean .
38180,527272653_8a5bd818e5.jpg#0,the three boys are all holding onto a flotation device in the water .
38181,527272653_8a5bd818e5.jpg#1,Three boys grab onto an inflatable donut in the water .
38182,527272653_8a5bd818e5.jpg#2,Three boys on an intertube in water
38183,527272653_8a5bd818e5.jpg#3,Three little boys on a float in a river .
38184,527272653_8a5bd818e5.jpg#4,Three people are in a body of water .
38185,527288854_f26127b770.jpg#0,A climber in a yellow hard-hat is seen mid-climb from above .
38186,527288854_f26127b770.jpg#1,A person wearing a yellow helmet attempts to climb a rock .
38187,527288854_f26127b770.jpg#2,A woman works hard to maintain a fingerhold as she climbs a rock face .
38188,527288854_f26127b770.jpg#3,Man straining to climb cliff face .
38189,527288854_f26127b770.jpg#4,The gal in the yellow hardhat is rock climbing up the steep rock .
38190,527946505_a51ade1578.jpg#0,a black dog about to jump into a lack to get a small ball .
38191,527946505_a51ade1578.jpg#1,a black dog gets ready to jump into the water .
38192,527946505_a51ade1578.jpg#2,A black dog is preparing to jump off a dock into the water to fetch a ball .
38193,527946505_a51ade1578.jpg#3,A black dog on a dock about to dive into the water after a ball
38194,527946505_a51ade1578.jpg#4,A dog leans off the dock to fetch a ball in the water .
38195,527968666_1fcddf81ab.jpg#0,"A big , furry , black dog is on a blue leash and is coming out of the water ."
38196,527968666_1fcddf81ab.jpg#1,A black dog on a blue leash is walking in a stream .
38197,527968666_1fcddf81ab.jpg#2,A black dog on a leash walking in water
38198,527968666_1fcddf81ab.jpg#3,A wet black dog emerges from the water .
38199,527968666_1fcddf81ab.jpg#4,The dog is on a leash and is walking out of the water .
38200,528498076_43f0ef36b5.jpg#0,A boy jumps on a bed .
38201,528498076_43f0ef36b5.jpg#1,A kid is jumping on a structure covered with soft material .
38202,528498076_43f0ef36b5.jpg#2,A little boy wearing white jumps on the bed .
38203,528498076_43f0ef36b5.jpg#3,A toddler in a white sports shorts set jumping on a bed
38204,528498076_43f0ef36b5.jpg#4,Child in white jumping on bed
38205,528500099_7be78a0ca5.jpg#0,A smiling woman is wearing sunglasses on a day with sparse clouds .
38206,528500099_7be78a0ca5.jpg#1,A woman dressed in a Nike shirt and matching pants looks down at the ground .
38207,528500099_7be78a0ca5.jpg#2,A woman wearing a blue uniform stands and looks down .
38208,528500099_7be78a0ca5.jpg#3,The lady smiles on a clear day .
38209,528500099_7be78a0ca5.jpg#4,The woman is all dressed in blue and standing under a blue sky .
38210,529101401_ab1f6b1206.jpg#0,A boy jump kicks off a dock into a lake .
38211,529101401_ab1f6b1206.jpg#1,A little boy jumping off of a dock into a lake .
38212,529101401_ab1f6b1206.jpg#2,"A young boy is leaping off a pier into the water , his leg thrust out ."
38213,529101401_ab1f6b1206.jpg#3,A young boy jumps off of a wooden dock and into the water .
38214,529101401_ab1f6b1206.jpg#4,The boy wearing swimming trunks is jumping off a pier into a lake .
38215,529198549_5cd9fedf3f.jpg#0,A group of four women raft along a river .
38216,529198549_5cd9fedf3f.jpg#1,a group of girls in a small blue and red boat with yellow oars
38217,529198549_5cd9fedf3f.jpg#2,Four people in life jackets float on a raft .
38218,529198549_5cd9fedf3f.jpg#3,Four people in orange vests in a blue inflatable boat with yellow paddles .
38219,529198549_5cd9fedf3f.jpg#4,Kids rafting down the river .
38220,53043785_c468d6f931.jpg#0,A man is standing on an animal in the water .
38221,53043785_c468d6f931.jpg#1,A man is standing on an elephant lying in some water .
38222,53043785_c468d6f931.jpg#2,A man standing on a rock in a river with a spash next to him .
38223,53043785_c468d6f931.jpg#3,A man stands on top of an elephant in the water .
38224,53043785_c468d6f931.jpg#4,A man stands on top of a submerged elephant .
38225,530454257_66d58b49ee.jpg#0,A boy in camouflage jacket notices several yellow ducks on display .
38226,530454257_66d58b49ee.jpg#1,"A little boy , in a camouflage jacket , looks at a display of many yellow rubber ducks ."
38227,530454257_66d58b49ee.jpg#2,A young boy looks at a display of rubber ducks .
38228,530454257_66d58b49ee.jpg#3,A young boy wearing army gear is picking up a rubber ducky in a market .
38229,530454257_66d58b49ee.jpg#4,Small boy looking at a display of yellow rubber ducks .
38230,530661899_94655d7d0e.jpg#0,A couple walking on a dirt road .
38231,530661899_94655d7d0e.jpg#1,A man and women walk atop a hill .
38232,530661899_94655d7d0e.jpg#2,Two people backlit with light sky .
38233,530661899_94655d7d0e.jpg#3,Two people walk at sunset .
38234,530661899_94655d7d0e.jpg#4,Two people walk on a path as the sun casts a shadow towards the camera .
38235,530888330_a18343e38d.jpg#0,A shadowy male looking at the far away hills .
38236,530888330_a18343e38d.jpg#1,A silhouette of a man over a mountaintop .
38237,530888330_a18343e38d.jpg#2,A silhouette of a man overlooking a large valley .
38238,530888330_a18343e38d.jpg#3,Silhouette of man in front of mountain landscape
38239,530888330_a18343e38d.jpg#4,The man is in silhouette while the mountain landscape is visible .
38240,530950375_eea665583f.jpg#0,A bike rider sitting on his bike on the sidewalk .
38241,530950375_eea665583f.jpg#1,A leather-clad man rides a bicycle down a street
38242,530950375_eea665583f.jpg#2,"A man dressed in a black vest , black hat , and sunglasses sits on a fancy bike on a city sidewalk ."
38243,530950375_eea665583f.jpg#3,A man is riding his bicycle down the sidewalk .
38244,530950375_eea665583f.jpg#4,Man in punkish outfit rides unusual bike on city sidewalk .
38245,531055369_936fd76a63.jpg#0,A large woman carrying bags is standing outside of a shop .
38246,531055369_936fd76a63.jpg#1,"A woman in purple walking past with a white bag in her hand , while an older man and woman are off to the side ."
38247,531055369_936fd76a63.jpg#2,a woman wearing a purple outfit walking down the sidewalk carrying a white bag .
38248,531055369_936fd76a63.jpg#3,People standing on a sidewalk near shops .
38249,531055369_936fd76a63.jpg#4,Three people and a baby carriage in front of a store .
38250,531152619_6db02a7ed9.jpg#0,A brown furry dog is biting a no hair brown dog .
38251,531152619_6db02a7ed9.jpg#1,a brown hairy dog nibbles the ear of another dog that is baring its teeth .
38252,531152619_6db02a7ed9.jpg#2,A shaggy dog bites the cheek of a short-haired dog .
38253,531152619_6db02a7ed9.jpg#3,Two dogs are biting each other in the snow .
38254,531152619_6db02a7ed9.jpg#4,Two dogs are fighting in the snow .
38255,531197115_2be4d5034b.jpg#0,A banner about a beauty parlor .
38256,531197115_2be4d5034b.jpg#1,A billboard advertising a vacation in on a run-down street .
38257,531197115_2be4d5034b.jpg#2,A dark haired man in white walks by a storefront under the sign for a beauty parlor .
38258,531197115_2be4d5034b.jpg#3,A man walks under a sign advertising a beauty parlor affixed to a dilapidated building .
38259,531197115_2be4d5034b.jpg#4,A man wearing white walks passed a shuttered building with an advertising banner over the door .
38260,531261613_f1a045cd75.jpg#0,A group of horseback riders travel down a dirt path .
38261,531261613_f1a045cd75.jpg#1,A group of people are riding horses on a wooded trail .
38262,531261613_f1a045cd75.jpg#2,Group of horse riders travel through the woods .
38263,531261613_f1a045cd75.jpg#3,Horseback riders file down a wooded path .
38264,531261613_f1a045cd75.jpg#4,Several people are riding horses on a wooded trail .
38265,532036676_e88b13e0a1.jpg#0,a boy in a white shirt and jeans in what looks like a black camper
38266,532036676_e88b13e0a1.jpg#1,A child in a white shirt and jeans .
38267,532036676_e88b13e0a1.jpg#2,A little boy in a white shirt and jeans stands in an R.V.
38268,532036676_e88b13e0a1.jpg#3,A little boy stands in the doorway of a van .
38269,532036676_e88b13e0a1.jpg#4,A small boy in jeans and a white shirt holding a piece of paper in a black vehicle .
38270,532131603_c82d454c8a.jpg#0,a black dog is emerging from a red tunnel .
38271,532131603_c82d454c8a.jpg#1,A border collie is running out of a red tunnel obstacle .
38272,532131603_c82d454c8a.jpg#2,A dog peeks out of a red play tunnel .
38273,532131603_c82d454c8a.jpg#3,Dog in folding red tunnel on grass .
38274,532131603_c82d454c8a.jpg#4,The black and white dog sprints through the red parachute tunnel on the grassy field .
38275,532396029_ce125bda3f.jpg#0,A little blonde girl splashing in a mud puddle .
38276,532396029_ce125bda3f.jpg#1,"A little girl finds joy in playing in a big , sloppy area of mud !"
38277,532396029_ce125bda3f.jpg#2,A little girl with blonde hair is playing and splashing in a mud puddle .
38278,532396029_ce125bda3f.jpg#3,A naked little girl plays in a mud puddle .
38279,532396029_ce125bda3f.jpg#4,A naked little girl splashing in a mud puddle
38280,532457586_bddfc5251d.jpg#0,A shirtless man with a brown and white dog looking at a woman in jeans and a bikini top who is relaxing on a bench .
38281,532457586_bddfc5251d.jpg#1,A shirtless man with a dog next to him talking to a shirtless girl slouching on a bench .
38282,532457586_bddfc5251d.jpg#2,A woman in a bikini top is on the bench and a man with no shirt is talking to her .
38283,532457586_bddfc5251d.jpg#3,A woman is sitting on a bench while talking to a shirtless man .
38284,532457586_bddfc5251d.jpg#4,A woman with a hat is sitting on a skateboard which is on top of a bench and speaking with a shirtless man .
38285,532914728_c5d8d56b0b.jpg#0,A little boy in a striped shirt going down a light and dark blue slide .
38286,532914728_c5d8d56b0b.jpg#1,A little boy is sliding down a teal and blue slide .
38287,532914728_c5d8d56b0b.jpg#2,A small boy is riding a water slide
38288,532914728_c5d8d56b0b.jpg#3,Small boy holding is arm out to balance himself while he goes down the fairground slide .
38289,532914728_c5d8d56b0b.jpg#4,Small boy in blue striped shirt coming down large slide .
38290,532999240_1409d073be.jpg#0,A brown and white dog plays with a ball in the dirt .
38291,532999240_1409d073be.jpg#1,A brown dog is chasing after a soccer ball .
38292,532999240_1409d073be.jpg#2,A brown dog jumps as he looks at a soccer ball .
38293,532999240_1409d073be.jpg#3,The dog runs towards the ball .
38294,532999240_1409d073be.jpg#4,This brown and white dog is chasing a soccer ball .
38295,533483374_86c5d4c13e.jpg#0,A brown and white dog is standing on a beach with a tennis ball beside it .
38296,533483374_86c5d4c13e.jpg#1,A dog is on the beach near a ball .
38297,533483374_86c5d4c13e.jpg#2,a dog on the beach .
38298,533483374_86c5d4c13e.jpg#3,The brown dog is standing next to a ball on the beach .
38299,533483374_86c5d4c13e.jpg#4,The dog stands in the sand near the ocean .
38300,533602654_9edc74385d.jpg#0,"Two children lay under a sculpture of a fish , about to swallow them ."
38301,533602654_9edc74385d.jpg#1,Two children lie beneath the hoof of a bronze horse sculpture .
38302,533602654_9edc74385d.jpg#2,Two children on their stomachs lay on the ground under a pipe .
38303,533602654_9edc74385d.jpg#3,Two children play beneath a metal statue .
38304,533602654_9edc74385d.jpg#4,Two young girls make faces from below a sculpture .
38305,533713001_2d36e93509.jpg#0,A group of older people are sitting outside under their marine-life-themed umbrella .
38306,533713001_2d36e93509.jpg#1,A group of people are sitting around a table under a blue sunshade .
38307,533713001_2d36e93509.jpg#2,A group of people sit on an outdoor patio with lots of potted plants .
38308,533713001_2d36e93509.jpg#3,A group of people sitting in chairs in a circle having a conversation .
38309,533713001_2d36e93509.jpg#4,Several people are sitting around a table on a patio .
38310,533713007_bf9f3e25b4.jpg#0,A young boy sits at a picnic table and drinks out of a small cup .
38311,533713007_bf9f3e25b4.jpg#1,"Boy drinking , at backyard table full of bowls of food ."
38312,533713007_bf9f3e25b4.jpg#2,Child sitting at a backyard picnic table .
38313,533713007_bf9f3e25b4.jpg#3,Little boy is drinking out of a glass at a picnic .
38314,533713007_bf9f3e25b4.jpg#4,The boy drinks from a plastic glass while sitting at a table with food on it .
38315,533979933_a95b03323b.jpg#0,a boy holding an oar walk through the ocean .
38316,533979933_a95b03323b.jpg#1,a boy is carrying a paddle whilst walking through the water on a beach .
38317,533979933_a95b03323b.jpg#2,A boy is on the beach with a paddle in his hand as he walks through the ocean water .
38318,533979933_a95b03323b.jpg#3,A boy with an oar walks out of the surf and onto a beach .
38319,533979933_a95b03323b.jpg#4,A little boy walks with a paddle out into the sand .
38320,534056823_0752303702.jpg#0,A girl posing next to a big statue with a big nose .
38321,534056823_0752303702.jpg#1,A woman having her picture taken in front of a large carving .
38322,534056823_0752303702.jpg#2,A woman poses for pictures with a statue of a troll .
38323,534056823_0752303702.jpg#3,"A woman poses in front of a statue , while a man and another woman photograph her ."
38324,534056823_0752303702.jpg#4,Woman in black shirt posing for pictures in front of statue .
38325,534200447_b0f3ff02be.jpg#0,The woman in yellow is throwing the football to the woman in brown .
38326,534200447_b0f3ff02be.jpg#1,Two girls playing catch on a lawn
38327,534200447_b0f3ff02be.jpg#2,Two girls throw a ball back and forth in their backyard .
38328,534200447_b0f3ff02be.jpg#3,Two girls throwing a football in their backyard .
38329,534200447_b0f3ff02be.jpg#4,Two women play catch in a yard .
38330,534313000_4ad39c7ee0.jpg#0,a big black and white dog jumping in a body of water .
38331,534313000_4ad39c7ee0.jpg#1,A brown dog is jumping into a pond .
38332,534313000_4ad39c7ee0.jpg#2,A brown dog leaps over the water in a grassy and tree-lined yard .
38333,534313000_4ad39c7ee0.jpg#3,A large brown dog is jumping into a pond .
38334,534313000_4ad39c7ee0.jpg#4,The large brown dog jumps into a pond .
38335,534655560_dc1c335b3f.jpg#0,A girl in a pink hat is running past a green wheelbarrow .
38336,534655560_dc1c335b3f.jpg#1,A girl runs in front of a wheelbarrow .
38337,534655560_dc1c335b3f.jpg#2,"A little girl wearing a hat , playing surrounded by a wheelbarrow with wood in the background and a building ."
38338,534655560_dc1c335b3f.jpg#3,A little girl wearing a pink hat is running near some garden tools .
38339,534655560_dc1c335b3f.jpg#4,A young girl with a painted face runs in a backyard .
38340,534669139_1a4f8ab9d5.jpg#0,A close-up of a man and woman wearing hats with pins on them
38341,534669139_1a4f8ab9d5.jpg#1,A guy and a girl wearing baseball caps and black scarves around their necks .
38342,534669139_1a4f8ab9d5.jpg#2,A woman wearing a hat leans over to a man who has a tattoo .
38343,534669139_1a4f8ab9d5.jpg#3,The girls with a pierced lip and cap is standing next to a man with a beard and a black cap .
38344,534669139_1a4f8ab9d5.jpg#4,Two people sit side by side up against a tree .
38345,534875358_6ea30d3091.jpg#0,A blonde woman wearing a green shirt and blue jeans walks away .
38346,534875358_6ea30d3091.jpg#1,a girl in a blue hoodie is carrying a brown bag
38347,534875358_6ea30d3091.jpg#2,A woman in patterned blue jeans and a green sweater walks away whilst carrying a brown plastic bag .
38348,534875358_6ea30d3091.jpg#3,"A woman walking , wearing a green shirt and jeans"
38349,534875358_6ea30d3091.jpg#4,It looks like the girl went shopping and got something from the AVEDA store .
38350,534886684_a6c9f40fa1.jpg#0,A man is walking a dog on a leash down the street
38351,534886684_a6c9f40fa1.jpg#1,A man walking his dog in a crosswalk .
38352,534886684_a6c9f40fa1.jpg#2,a man walks his dog in the street .
38353,534886684_a6c9f40fa1.jpg#3,The man in the denim outfit walks a black and tan dog on a crosswalk .
38354,534886684_a6c9f40fa1.jpg#4,Young man walking dog
38355,535123126_c06c1ab9bf.jpg#0,A brown dog with a pink collar with a heart on it playing with a bigger dog .
38356,535123126_c06c1ab9bf.jpg#1,Big dog trying to bite little dog
38357,535123126_c06c1ab9bf.jpg#2,Both the larger dog and the smaller dog have their mouths open .
38358,535123126_c06c1ab9bf.jpg#3,Two brown dogs fighting each other .
38359,535123126_c06c1ab9bf.jpg#4,"Two dogs , both wearing collars , are playing with one another in the grass ."
38360,535249787_0fcaa613a0.jpg#0,A boy in a red helmet hits a ball with a bat .
38361,535249787_0fcaa613a0.jpg#1,A child hits a baseball .
38362,535249787_0fcaa613a0.jpg#2,A little boy batting with a red helmet on .
38363,535249787_0fcaa613a0.jpg#3,A little boy hits a baseball while his family watches
38364,535249787_0fcaa613a0.jpg#4,Boy with black shirt and red batting helmet swinging bat at ball on ball field .
38365,535309053_ec737abde8.jpg#0,A campsite has been established amidst the trees and bushes .
38366,535309053_ec737abde8.jpg#1,A campsite with tents and picnic tables .
38367,535309053_ec737abde8.jpg#2,A group of people camp in tents near some trees .
38368,535309053_ec737abde8.jpg#3,A woman at a campground .
38369,535309053_ec737abde8.jpg#4,People are camping in a group .
38370,535399240_0714a6e950.jpg#0,A boy and a girl are riding in a red seat on a fairground ride .
38371,535399240_0714a6e950.jpg#1,A girl and a boy enjoy a fast amusement ride .
38372,535399240_0714a6e950.jpg#2,A young girl and boy on a ride at an amusement park .
38373,535399240_0714a6e950.jpg#3,Two children ride in a red seat on a fair ride and smile .
38374,535399240_0714a6e950.jpg#4,Two kids are on a fair ride and are slipping to one side of the car .
38375,535529555_583d89b7f2.jpg#0,two brown and white dogs fighting over a Frisbee
38376,535529555_583d89b7f2.jpg#1,Two dogs fighting over a Frisbee
38377,535529555_583d89b7f2.jpg#2,Two dogs outside fighting over a red Frisbee .
38378,535529555_583d89b7f2.jpg#3,Two dogs play with a Frisbee on the lawn .
38379,535529555_583d89b7f2.jpg#4,Two dogs try to get the chewed-up red Frisbee from the other .
38380,535830521_aa971319fc.jpg#0,"A person wearing a blue jacket , blue jacket and black earmuffs is holding up a newspaper ."
38381,535830521_aa971319fc.jpg#1,A woman holding a newspaper .
38382,535830521_aa971319fc.jpg#2,"A woman holds a newspaper that says "" Real change "" ."
38383,535830521_aa971319fc.jpg#3,"A woman with ear muffs holds a paper that says "" real change "" on the cover ."
38384,535830521_aa971319fc.jpg#4,"A woman in holding up a newspaper headline reading "" Real Change . """
38385,536495604_b22bbc905a.jpg#0,A lady in black clothing holds her baby in a red sling .
38386,536495604_b22bbc905a.jpg#1,A woman in black holds a baby in an orange blanket .
38387,536495604_b22bbc905a.jpg#2,A woman in black is standing on an urban sidewalk carrying a baby in an orange baby wrap .
38388,536495604_b22bbc905a.jpg#3,A woman is standing in the street with a baby in a sling .
38389,536495604_b22bbc905a.jpg#4,A woman wearing black standing on the sidewalk is holding a baby in an orange carrier .
38390,536537638_f5ee42410b.jpg#0,A group of people wait in similar attire .
38391,536537638_f5ee42410b.jpg#1,an asian girl wearing a red hat along side several others with red hats as well
38392,536537638_f5ee42410b.jpg#2,A small group of Asian women wearing red head scarves and black shirts are shopping .
38393,536537638_f5ee42410b.jpg#3,five Japanese ladies wear red bandanas
38394,536537638_f5ee42410b.jpg#4,Several asian women wearing red cloths on their heads .
38395,536721406_884ab8fece.jpg#0,"A black and brown dog chasing after a bull in a fenced , muddy area ."
38396,536721406_884ab8fece.jpg#1,A bull runs from an aggressive dog behind him .
38397,536721406_884ab8fece.jpg#2,A dog chases a bull through a muddy pen .
38398,536721406_884ab8fece.jpg#3,A small black dog chases a large animal in a fenced area .
38399,536721406_884ab8fece.jpg#4,The dog barks madly at the bull in the pen .
38400,536828916_b763b82949.jpg#0,A curly redheaded girl with a large headband in her hair .
38401,536828916_b763b82949.jpg#1,"A girl with a long , curly , red hair and green eyes ."
38402,536828916_b763b82949.jpg#2,A red-haired woman looks off-camera .
38403,536828916_b763b82949.jpg#3,A red haired woman looks past the cameraman .
38404,536828916_b763b82949.jpg#4,The redheaded woman is staring off into the distance .
38405,537222436_ab406234ce.jpg#0,A black haired woman in a white skirt and black boots is carrying a red bag and walking down the street .
38406,537222436_ab406234ce.jpg#1,"A short girl in a white skirt , black boots , and a gray-green jacket carrying a red bag on the sidewalk ."
38407,537222436_ab406234ce.jpg#2,A woman dressed up walks down the sidewalk with her back turned .
38408,537222436_ab406234ce.jpg#3,A woman in a skirt and boots with a red bag walking down the sidewalk .
38409,537222436_ab406234ce.jpg#4,"A woman with a short , white skirt , black boots and a red bag walks away ."
38410,537225246_dd0e2158a7.jpg#0,People in animal costumes entertain a crowd .
38411,537225246_dd0e2158a7.jpg#1,Two people are dressed in animal costumes and are walking down a street .
38412,537225246_dd0e2158a7.jpg#2,Two people dressed as animals near a crowd .
38413,537225246_dd0e2158a7.jpg#3,Two people dressed in animal costume outside of a building .
38414,537225246_dd0e2158a7.jpg#4,Two people in animal suits in a square .
38415,537230454_1f09199476.jpg#0,A boy in black waves his arms while other people are behind him on a field .
38416,537230454_1f09199476.jpg#1,A boy is making the victory sign with both hands
38417,537230454_1f09199476.jpg#2,A boy is standing on a grassy field with his arms raised while others are standing behind him .
38418,537230454_1f09199476.jpg#3,A young boy poses in a grassy field as onlookers stand in the background .
38419,537230454_1f09199476.jpg#4,People are standing in a field .
38420,537359971_6e28f5e66e.jpg#0,two woman wearing skirts walking down the street together
38421,537359971_6e28f5e66e.jpg#1,Two women in skirts walking across a street .
38422,537359971_6e28f5e66e.jpg#2,Two women ion skirts walk across a parking lot .
38423,537359971_6e28f5e66e.jpg#3,"Two women , wearing skirts and carrying purses , cross street in urban area ."
38424,537359971_6e28f5e66e.jpg#4,Two women with purses walk in an urban location .
38425,537390477_7dd3407f96.jpg#0,A black and a brown dog are fighting .
38426,537390477_7dd3407f96.jpg#1,The black dog and brown dog are wrestling in front of the fireplace .
38427,537390477_7dd3407f96.jpg#2,The black dog and the brown dog appear to be wrestling .
38428,537390477_7dd3407f96.jpg#3,Two dogs wrestling in front of a fireplace
38429,537390477_7dd3407f96.jpg#4,Two dog wrestling .
38430,537479916_c033897fac.jpg#0,A black dog finishes running down a blue and orange ramp .
38431,537479916_c033897fac.jpg#1,A black dog has just run down a blue and red ramp on an obstacle course .
38432,537479916_c033897fac.jpg#2,A dog and person doing an agility course .
38433,537479916_c033897fac.jpg#3,a dog runs dog a ramp .
38434,537479916_c033897fac.jpg#4,A dog runs down a ramp past its trainer .
38435,537532165_e4b7c0e61a.jpg#0,A child playing on the monkey bars at a playground with an adult present .
38436,537532165_e4b7c0e61a.jpg#1,a girl hangs on the bars .
38437,537532165_e4b7c0e61a.jpg#2,A kid hangs upside down on the monkey bars at a playground .
38438,537532165_e4b7c0e61a.jpg#3,a young children hanging upside at the playground
38439,537532165_e4b7c0e61a.jpg#4,girl hanging upside down on blue monkey bars
38440,537559285_29be110134.jpg#0,A brown and white Sheltie leaping over a rail .
38441,537559285_29be110134.jpg#1,A collie is running through an obstacle course
38442,537559285_29be110134.jpg#2,Collie jumping over a training hurdle that is on the grass .
38443,537559285_29be110134.jpg#3,Collie making a jump over a yellow hurdle .
38444,537559285_29be110134.jpg#4,The dog is leaping over a hurdle .
38445,537579448_a7f92cef58.jpg#0,A little girl in a pink hat is playing with a soccer ball .
38446,537579448_a7f92cef58.jpg#1,A young girl is playing with a soccer ball in the grass .
38447,537579448_a7f92cef58.jpg#2,Little girl with pink hat playing with a soccer ball .
38448,537579448_a7f92cef58.jpg#3,The little girl wearing a pink hat is bending down to pick up a soccer ball .
38449,537579448_a7f92cef58.jpg#4,Young child playing with a soccer ball in a grassy area .
38450,537628742_146f2c24f8.jpg#0,a little girl running in a field
38451,537628742_146f2c24f8.jpg#1,A little girl walking on the green grass in front of a big stone .
38452,537628742_146f2c24f8.jpg#2,A small child is in a grassy field near an old structure .
38453,537628742_146f2c24f8.jpg#3,a small child running along the grass with a large pilar in the background
38454,537628742_146f2c24f8.jpg#4,A young child walks on the grass away from a stone monument .
38455,537758332_8beb9cf522.jpg#0,Two children are on a giant inflatable slide .
38456,537758332_8beb9cf522.jpg#1,Two children holding hands going down a large inflatable slide .
38457,537758332_8beb9cf522.jpg#2,Two girls slide down the air-filled slide .
38458,537758332_8beb9cf522.jpg#3,Two kids slide down a giant inflatable slide .
38459,537758332_8beb9cf522.jpg#4,Two little girls slide down an inflated slide .
38460,538825260_a4a8784b75.jpg#0,A girl drinking from a water fountain .
38461,538825260_a4a8784b75.jpg#1,A girl is drinking from a drinking fountain .
38462,538825260_a4a8784b75.jpg#2,a girl takes a sip from the water fountain .
38463,538825260_a4a8784b75.jpg#3,A woman with a green shirt takes a drink from a water fountain .
38464,538825260_a4a8784b75.jpg#4,The girl is taking a drink from a water fountain .
38465,539493423_9d7d1b77fa.jpg#0,A man is holding three things on fire in front of a child 's playground .
38466,539493423_9d7d1b77fa.jpg#1,A man is in a park with three fire sticks in his hand .
38467,539493423_9d7d1b77fa.jpg#2,A man near a playground holding three sticks on fire .
38468,539493423_9d7d1b77fa.jpg#3,Man holding torch of fire .
38469,539493423_9d7d1b77fa.jpg#4,Man holds three burning sticks while standing near a playground .
38470,539493431_744eb1abaa.jpg#0,A man is playing with a fire baton in the day light .
38471,539493431_744eb1abaa.jpg#1,A man juggling fire .
38472,539493431_744eb1abaa.jpg#2,A man stands near a playground .
38473,539493431_744eb1abaa.jpg#3,Man throws flames outside .
38474,539493431_744eb1abaa.jpg#4,The guy is holding a black stick in front of a playground .
38475,539667015_fd0a3bea07.jpg#0,A girl doing the splits in midair .
38476,539667015_fd0a3bea07.jpg#1,A girl is doing the splits in the air in front of some trees .
38477,539667015_fd0a3bea07.jpg#2,A woman grabbing her feet while jumping in front of trees .
38478,539667015_fd0a3bea07.jpg#3,A young girl doing a trick in midair in front of a tree .
38479,539667015_fd0a3bea07.jpg#4,"Jumping girl grabs her feet , plants in background ."
38480,539676201_c8f1f04952.jpg#0,A man in a helmet treads water .
38481,539676201_c8f1f04952.jpg#1,"A man wearing a helmet , floating in the water ."
38482,539676201_c8f1f04952.jpg#2,A man wearing a white helmet is in the water .
38483,539676201_c8f1f04952.jpg#3,Mountain climber safely lands in the water .
38484,539676201_c8f1f04952.jpg#4,The spelunker finds water during his trek .
38485,539705321_99406e5820.jpg#0,A kid in red falls as he struggles with a kid in white to get to a soccer ball .
38486,539705321_99406e5820.jpg#1,Children chasing the ball in a soccer game .
38487,539705321_99406e5820.jpg#2,Little boys running and chasing a soccer ball .
38488,539705321_99406e5820.jpg#3,The boy with the red soccer suit is falling down while the boy in the white shirt has his eyes on the ball .
38489,539705321_99406e5820.jpg#4,"Two teams of children , one in red and the other in white , are playing soccer ."
38490,539744890_85e63f5854.jpg#0,A man and young boy play on the monkey bars .
38491,539744890_85e63f5854.jpg#1,A man holding a young boy so he can cross the monkey bars at the playground .
